Date,Product,Category,Price,Quantity,Sales,Country,Region,Payment_Method
2023-10-11,Notebook,Stationery,1536,1,1536,Italy,East,Card
2023-09-19,Table,Furniture,1872,2,3744,Italy,South,Cash
2023-07-17,Table,Furniture,1506,6,9036,France,South,Cash
2023-06-13,Pen,Stationery,1203,9,10827,Italy,North,Online
2023-06-10,Pen,Stationery,1989,2,3978,Morocco,South,Card
2023-03-19,Keyboard,Electronics,1962,2,3924,France,West,Online
2023-09-18,Headphones,Electronics,1644,3,4932,France,East,Cash
2023-12-06,Monitor,Electronics,1629,6,9774,Spain,West,Card
2023-08-26,Phone,Electronics,1066,2,2132,Italy,West,Cash
2023-10-27,Notebook,Stationery,673,6,4038,Spain,North,Online
2023-11-06,Chair,Furniture,1825,9,16425,France,North,Cash
2023-03-02,Pen,Stationery,956,2,1912,Italy,West,Card
2023-10-02,Phone,Electronics,167,3,501,France,East,Online
2023-02-27,Table,Furniture,939,8,7512,Germany,South,Card
2023-03-26,Headphones,Electronics,1409,1,1409,Germany,West,Online
2023-10-23,Monitor,Electronics,679,5,3395,Morocco,West,Card
2023-11-01,Phone,Electronics,99,8,792,Germany,South,Card
2023-05-14,Chair,Furniture,1559,8,12472,Spain,West,Online
2023-07-24,Headphones,Electronics,307,1,307,Italy,South,Card
2023-12-13,Headphones,Electronics,1823,2,3646,France,East,Online
2023-06-18,Phone,Electronics,1514,9,13626,Morocco,East,Card
2023-02-09,Tablet,Electronics,356,1,356,France,West,Card
2023-08-01,Monitor,Electronics,1405,6,8430,France,East,Cash
2023-09-30,Keyboard,Electronics,767,6,4602,Germany,East,Cash
2023-02-06,Notebook,Stationery,790,9,7110,Germany,East,Online
2023-08-18,Phone,Electronics,1832,1,1832,France,North,Card
2023-05-10,Chair,Furniture,1661,3,4983,Germany,West,Card
2023-06-24,Headphones,Electronics,462,1,462,France,West,Card
2023-11-06,Tablet,Electronics,1289,4,5156,Germany,North,Cash
2023-10-31,Keyboard,Electronics,723,10,7230,Italy,East,Card
2023-07-18,Headphones,Electronics,42,10,420,Germany,West,Card
2023-02-10,Phone,Electronics,493,9,4437,Italy,West,Cash
2023-07-31,Laptop,Electronics,86,10,860,France,North,Online
2023-02-08,Notebook,Stationery,1442,6,8652,Morocco,West,Cash
2023-10-28,Tablet,Electronics,482,7,3374,Morocco,West,Online
2023-10-18,Keyboard,Electronics,1489,5,7445,Morocco,South,Cash
2023-06-14,Tablet,Electronics,1868,6,11208,Germany,West,Online
2023-02-23,Monitor,Electronics,1357,4,5428,Morocco,West,Card
2023-11-01,Laptop,Electronics,1137,1,1137,France,West,Cash
2023-03-09,Keyboard,Electronics,1893,7,13251,Morocco,South,Cash
2023-08-04,Chair,Furniture,831,3,2493,Spain,East,Online
2023-05-25,Phone,Electronics,556,10,5560,Germany,South,Online
2023-07-30,Keyboard,Electronics,870,5,4350,Germany,South,Online
2023-02-04,Tablet,Electronics,1825,8,14600,Spain,West,Online
2023-06-19,Phone,Electronics,1842,3,5526,Spain,South,Online
2023-05-25,Pen,Stationery,535,5,2675,France,North,Online
2023-05-12,Monitor,Electronics,970,10,9700,Spain,West,Online
2023-02-06,Headphones,Electronics,1815,1,1815,Morocco,East,Card
2023-02-14,Phone,Electronics,81,4,324,Italy,North,Cash
2023-05-21,Phone,Electronics,878,6,5268,France,West,Cash
2023-05-21,Laptop,Electronics,194,6,1164,France,North,Online
2023-02-01,Table,Furniture,112,8,896,Germany,East,Cash
2023-06-28,Table,Furniture,325,5,1625,Spain,East,Online
2023-12-20,Keyboard,Electronics,233,5,1165,France,North,Cash
2023-08-21,Tablet,Electronics,758,5,3790,France,East,Online
2023-07-23,Chair,Furniture,1450,7,10150,Germany,North,Online
2023-10-12,Pen,Stationery,1338,8,10704,Italy,North,Cash
2023-11-06,Tablet,Electronics,692,4,2768,Spain,East,Cash
2023-03-21,Laptop,Electronics,1974,1,1974,France,West,Cash
2023-08-22,Laptop,Electronics,1182,9,10638,Germany,West,Cash
2023-04-17,Laptop,Electronics,1862,10,18620,Morocco,North,Online
2023-12-26,Chair,Furniture,1003,4,4012,Germany,West,Card
2023-07-13,Keyboard,Electronics,1791,6,10746,Spain,East,Card
2023-08-01,Pen,Stationery,1990,9,17910,Spain,East,Online
2023-04-25,Tablet,Electronics,499,4,1996,Morocco,South,Online
2023-03-14,Tablet,Electronics,513,5,2565,France,East,Online
2023-07-08,Chair,Furniture,1753,1,1753,Morocco,West,Cash
2023-12-30,Tablet,Electronics,1061,5,5305,Italy,East,Cash
2023-03-23,Phone,Electronics,1750,4,7000,Morocco,West,Online
2023-10-10,Laptop,Electronics,1219,10,12190,France,East,Cash
2023-04-11,Table,Furniture,905,8,7240,Morocco,South,Card
2023-02-27,Notebook,Stationery,1098,3,3294,Germany,East,Card
2023-03-15,Monitor,Electronics,689,2,1378,Italy,West,Cash
2023-06-23,Pen,Stationery,1832,3,5496,France,East,Online
2023-06-08,Table,Furniture,1948,8,15584,Morocco,North,Cash
2023-06-04,Tablet,Electronics,439,8,3512,Spain,East,Online
2023-04-23,Pen,Stationery,1434,7,10038,Germany,North,Cash
2023-08-12,Headphones,Electronics,697,8,5576,France,North,Online
2023-10-21,Table,Furniture,1923,3,5769,Italy,East,Cash
2023-01-16,Pen,Stationery,1645,8,13160,Germany,East,Card
2023-10-05,Monitor,Electronics,791,9,7119,Morocco,West,Online
2023-04-30,Laptop,Electronics,1795,3,5385,France,North,Card
2023-01-31,Keyboard,Electronics,813,4,3252,Germany,West,Online
2023-07-08,Table,Furniture,865,2,1730,Italy,North,Card
2023-02-25,Phone,Electronics,1375,7,9625,Germany,South,Online
2023-07-27,Chair,Furniture,730,2,1460,Spain,North,Online
2023-08-29,Table,Furniture,865,7,6055,Morocco,South,Card
2023-04-27,Headphones,Electronics,305,4,1220,Germany,South,Cash
2023-12-23,Notebook,Stationery,108,5,540,Morocco,West,Online
2023-11-17,Keyboard,Electronics,291,8,2328,France,West,Online
2023-01-08,Monitor,Electronics,498,8,3984,Italy,South,Card
2023-08-09,Headphones,Electronics,799,3,2397,Germany,South,Card
2023-01-24,Notebook,Stationery,1153,7,8071,Spain,South,Online
2023-09-29,Phone,Electronics,1959,4,7836,Germany,West,Cash
2023-09-28,Pen,Stationery,1701,8,13608,Morocco,West,Card
2023-12-24,Table,Furniture,201,9,1809,Morocco,South,Card
2023-07-28,Notebook,Stationery,725,10,7250,Germany,West,Cash
2023-12-11,Laptop,Electronics,1997,3,5991,Spain,South,Online
2023-06-15,Monitor,Electronics,746,7,5222,Morocco,South,Cash
2023-07-27,Tablet,Electronics,1660,8,13280,France,West,Card
2023-10-18,Notebook,Stationery,1722,2,3444,Germany,South,Cash
2023-12-14,Phone,Electronics,413,9,3717,Italy,North,Card
2023-02-11,Chair,Furniture,1085,3,3255,Spain,South,Card
2024-01-01,Monitor,Electronics,775,6,4650,Morocco,North,Online
2023-10-26,Notebook,Stationery,1470,5,7350,Italy,North,Card
2023-05-26,Keyboard,Electronics,1540,8,12320,Germany,North,Cash
2023-09-22,Tablet,Electronics,159,8,1272,France,East,Cash
2023-07-06,Notebook,Stationery,713,6,4278,Morocco,West,Card
2023-02-06,Phone,Electronics,272,9,2448,Italy,North,Card
2023-03-25,Laptop,Electronics,1017,9,9153,Germany,North,Online
2023-08-03,Headphones,Electronics,1384,8,11072,Germany,West,Online
2023-03-30,Headphones,Electronics,1252,5,6260,France,North,Card
2023-01-18,Keyboard,Electronics,932,3,2796,Spain,West,Card
2023-10-14,Pen,Stationery,1910,9,17190,Italy,West,Card
2023-11-01,Headphones,Electronics,121,8,968,France,South,Card
2023-06-22,Keyboard,Electronics,1115,3,3345,Morocco,North,Online
2023-03-26,Table,Furniture,408,1,408,France,South,Online
2023-06-26,Chair,Furniture,168,2,336,Germany,East,Card
2023-08-27,Keyboard,Electronics,98,8,784,Morocco,East,Card
2023-08-10,Headphones,Electronics,913,3,2739,Morocco,West,Card
2023-05-13,Monitor,Electronics,1131,10,11310,Germany,West,Cash
2023-09-24,Keyboard,Electronics,112,7,784,Italy,East,Card
2023-09-08,Chair,Furniture,214,6,1284,Morocco,South,Card
2023-12-10,Phone,Electronics,644,3,1932,France,West,Online
2023-12-08,Headphones,Electronics,1268,6,7608,Germany,West,Card
2023-03-10,Monitor,Electronics,49,6,294,Germany,North,Online
2023-07-07,Monitor,Electronics,1319,9,11871,Germany,West,Online
2023-06-23,Pen,Stationery,630,1,630,France,East,Cash
2023-07-11,Table,Furniture,302,7,2114,Italy,West,Online
2023-08-04,Laptop,Electronics,386,6,2316,Spain,East,Online
2023-06-24,Chair,Furniture,333,3,999,Spain,South,Card
2023-09-12,Monitor,Electronics,946,3,2838,Spain,South,Cash
2023-06-30,Monitor,Electronics,1915,5,9575,Spain,East,Online
2023-04-10,Notebook,Stationery,1717,1,1717,Spain,West,Cash
2023-11-03,Phone,Electronics,87,5,435,France,South,Online
2023-01-17,Tablet,Electronics,1448,1,1448,Morocco,West,Online
2023-02-17,Keyboard,Electronics,484,1,484,Morocco,East,Online
2023-09-12,Table,Furniture,371,9,3339,Germany,West,Online
2023-05-24,Chair,Furniture,1716,9,15444,Spain,South,Card
2023-07-22,Pen,Stationery,1783,7,12481,Italy,West,Card
2023-07-30,Monitor,Electronics,375,5,1875,Morocco,North,Cash
2023-06-27,Monitor,Electronics,1026,9,9234,Italy,North,Online
2023-04-25,Pen,Stationery,1011,6,6066,France,East,Card
2023-12-29,Keyboard,Electronics,637,4,2548,Germany,North,Online
2023-04-15,Laptop,Electronics,1656,6,9936,Spain,South,Cash
2023-07-01,Phone,Electronics,773,1,773,France,North,Online
2023-09-12,Pen,Stationery,813,1,813,Italy,West,Card
2023-07-16,Table,Furniture,1339,6,8034,Germany,East,Cash
2023-07-30,Notebook,Stationery,1074,8,8592,Germany,South,Card
2023-06-13,Headphones,Electronics,1846,7,12922,Italy,East,Cash
2023-06-07,Monitor,Electronics,656,5,3280,Morocco,North,Online
2023-11-01,Monitor,Electronics,290,2,580,Germany,East,Online
2023-05-20,Table,Furniture,229,2,458,Morocco,East,Cash
2023-10-14,Chair,Furniture,1484,5,7420,Spain,South,Cash
2023-04-21,Chair,Furniture,639,1,639,Morocco,East,Online
2023-12-02,Pen,Stationery,37,5,185,Germany,East,Cash
2023-10-26,Tablet,Electronics,977,5,4885,Germany,South,Cash
2023-07-05,Headphones,Electronics,590,4,2360,Spain,West,Online
2023-03-17,Chair,Furniture,1595,6,9570,Spain,North,Card
2023-11-10,Pen,Stationery,1879,9,16911,Spain,East,Cash
2023-09-29,Pen,Stationery,1588,1,1588,Italy,South,Card
2023-04-25,Tablet,Electronics,859,10,8590,Italy,South,Online
2023-03-14,Pen,Stationery,368,8,2944,France,West,Cash
2023-08-30,Chair,Furniture,581,5,2905,Spain,South,Card
2023-01-09,Chair,Furniture,337,6,2022,Italy,North,Cash
2023-05-12,Tablet,Electronics,1148,10,11480,Germany,East,Card
2023-09-15,Laptop,Electronics,1070,3,3210,Germany,North,Cash
2023-01-21,Keyboard,Electronics,1401,3,4203,France,West,Cash
2023-06-05,Phone,Electronics,518,5,2590,Morocco,North,Card
2023-10-06,Chair,Furniture,106,2,212,France,East,Card
2023-05-24,Chair,Furniture,56,9,504,Germany,East,Online
2023-08-10,Headphones,Electronics,20,10,200,Italy,East,Cash
2023-05-12,Keyboard,Electronics,1243,2,2486,Italy,South,Online
2023-11-21,Monitor,Electronics,113,9,1017,Morocco,West,Online
2023-10-17,Tablet,Electronics,1937,7,13559,France,East,Online
2023-07-25,Table,Furniture,233,4,932,Germany,South,Cash
2023-04-12,Keyboard,Electronics,458,5,2290,France,South,Card
2023-09-12,Laptop,Electronics,1941,2,3882,Italy,South,Card
2023-11-23,Tablet,Electronics,617,4,2468,Morocco,East,Online
2023-12-25,Tablet,Electronics,724,5,3620,France,West,Card
2023-11-26,Chair,Furniture,774,6,4644,Italy,South,Card
2023-02-01,Chair,Furniture,1072,1,1072,France,South,Online
2023-02-17,Chair,Furniture,1990,10,19900,Italy,South,Card
2023-06-30,Headphones,Electronics,134,4,536,Spain,South,Cash
2023-04-07,Keyboard,Electronics,479,10,4790,Germany,West,Card
2023-10-25,Headphones,Electronics,1652,8,13216,Germany,West,Cash
2023-07-21,Laptop,Electronics,566,8,4528,Italy,West,Cash
2023-03-31,Headphones,Electronics,1606,6,9636,Italy,South,Online
2023-01-22,Headphones,Electronics,887,4,3548,Germany,West,Cash
2023-08-13,Phone,Electronics,1148,7,8036,France,South,Online
2023-04-07,Monitor,Electronics,407,3,1221,Italy,South,Card
2023-12-30,Tablet,Electronics,671,1,671,Germany,North,Cash
2023-12-07,Phone,Electronics,1900,6,11400,Germany,East,Cash
2023-09-19,Notebook,Stationery,488,2,976,Germany,South,Card
2023-02-08,Monitor,Electronics,536,2,1072,Morocco,North,Online
2023-09-15,Keyboard,Electronics,170,3,510,Spain,West,Card
2023-10-16,Headphones,Electronics,66,4,264,Morocco,West,Online
2023-03-10,Keyboard,Electronics,1254,9,11286,France,South,Card
2023-04-10,Headphones,Electronics,836,5,4180,Italy,East,Online
2023-07-26,Notebook,Stationery,351,4,1404,Italy,South,Cash
2023-04-22,Notebook,Stationery,888,3,2664,Italy,South,Card
2023-07-02,Notebook,Stationery,724,10,7240,Germany,West,Card
2023-04-27,Headphones,Electronics,1480,5,7400,Italy,East,Cash
2023-04-25,Tablet,Electronics,401,8,3208,Morocco,North,Online
2023-06-05,Laptop,Electronics,910,3,2730,Italy,East,Online
2023-05-08,Notebook,Stationery,346,9,3114,Spain,North,Card
2023-12-23,Tablet,Electronics,1713,10,17130,Italy,North,Card
2023-08-21,Pen,Stationery,1820,5,9100,France,South,Online
2023-07-07,Monitor,Electronics,324,5,1620,Germany,West,Card
2023-03-25,Phone,Electronics,1770,2,3540,France,East,Card
2023-10-17,Table,Furniture,1859,6,11154,Spain,South,Cash
2023-05-04,Tablet,Electronics,453,2,906,Spain,West,Cash
2023-11-25,Monitor,Electronics,1923,5,9615,France,South,Card
2023-09-29,Notebook,Stationery,1434,8,11472,Italy,West,Card
2023-03-05,Table,Furniture,908,8,7264,Morocco,South,Card
2023-05-21,Monitor,Electronics,1112,1,1112,Italy,South,Cash
2023-03-09,Chair,Furniture,308,1,308,Germany,North,Card
2023-01-07,Laptop,Electronics,1875,1,1875,France,North,Cash
2023-09-18,Tablet,Electronics,384,2,768,Italy,West,Cash
2023-01-26,Pen,Stationery,165,8,1320,France,East,Online
2023-07-07,Phone,Electronics,369,6,2214,Morocco,North,Online
2023-01-23,Monitor,Electronics,537,5,2685,France,West,Cash
2023-05-08,Keyboard,Electronics,774,10,7740,Morocco,West,Online
2023-01-01,Headphones,Electronics,435,10,4350,Spain,South,Card
2023-09-01,Phone,Electronics,807,7,5649,Germany,South,Online
2023-08-18,Tablet,Electronics,614,10,6140,Italy,East,Card
2023-03-22,Chair,Furniture,1963,9,17667,Spain,West,Card
2023-10-01,Chair,Furniture,957,5,4785,France,South,Cash
2023-01-27,Headphones,Electronics,155,3,465,Germany,East,Online
2023-05-17,Table,Furniture,1514,10,15140,Italy,North,Online
2023-08-05,Table,Furniture,845,3,2535,France,West,Card
2023-04-06,Phone,Electronics,1143,8,9144,Morocco,West,Online
2023-12-24,Pen,Stationery,1006,9,9054,Spain,South,Cash
2023-06-03,Tablet,Electronics,1225,2,2450,Italy,West,Online
2023-10-25,Laptop,Electronics,1751,4,7004,France,West,Online
2023-06-01,Laptop,Electronics,303,7,2121,Germany,East,Card
2023-06-04,Monitor,Electronics,894,9,8046,Italy,North,Cash
2023-09-25,Chair,Furniture,1772,2,3544,Morocco,East,Online
2023-03-27,Tablet,Electronics,1279,7,8953,Morocco,East,Cash
2023-09-29,Keyboard,Electronics,1698,5,8490,Spain,East,Online
2023-09-20,Chair,Furniture,1536,8,12288,Spain,South,Online
2023-05-17,Headphones,Electronics,1431,4,5724,France,South,Online
2023-08-18,Tablet,Electronics,1302,8,10416,France,East,Card
2023-02-14,Pen,Stationery,938,8,7504,Germany,West,Card
2023-07-31,Keyboard,Electronics,1314,7,9198,Morocco,West,Card
2023-05-30,Headphones,Electronics,1664,4,6656,Germany,North,Card
2023-02-23,Phone,Electronics,1689,3,5067,Italy,North,Online
2023-02-20,Headphones,Electronics,935,1,935,Morocco,West,Online
2023-05-07,Headphones,Electronics,318,7,2226,France,East,Online
2023-12-09,Chair,Furniture,1962,3,5886,Spain,East,Card
2023-10-11,Headphones,Electronics,960,1,960,Italy,East,Card
2023-02-27,Phone,Electronics,1744,8,13952,Morocco,East,Online
2023-02-06,Monitor,Electronics,1252,1,1252,Spain,North,Online
2023-08-02,Laptop,Electronics,1276,5,6380,Germany,East,Online
2023-11-17,Pen,Stationery,1140,7,7980,Italy,North,Card
2023-01-14,Pen,Stationery,436,4,1744,Spain,West,Online
2023-11-17,Keyboard,Electronics,154,3,462,Italy,West,Online
2023-07-08,Phone,Electronics,1724,6,10344,Italy,West,Online
2023-05-23,Laptop,Electronics,163,2,326,Italy,East,Card
2023-07-23,Phone,Electronics,1416,3,4248,Morocco,North,Card
2023-08-19,Laptop,Electronics,1358,2,2716,Morocco,North,Card
2023-11-25,Headphones,Electronics,663,10,6630,Spain,South,Cash
2023-09-17,Headphones,Electronics,480,6,2880,Spain,East,Cash
2023-12-08,Tablet,Electronics,1449,8,11592,Spain,North,Card
2023-07-30,Tablet,Electronics,292,3,876,Spain,South,Card
2023-03-15,Table,Furniture,97,1,97,Spain,South,Card
2023-07-26,Laptop,Electronics,467,8,3736,Spain,West,Cash
2023-04-15,Tablet,Electronics,805,5,4025,Italy,East,Card
2023-05-25,Phone,Electronics,345,7,2415,Italy,North,Online
2023-01-27,Monitor,Electronics,479,10,4790,France,West,Card
2023-11-19,Notebook,Stationery,1229,1,1229,Spain,West,Card
2023-04-17,Tablet,Electronics,1516,2,3032,Italy,North,Cash
2023-01-18,Laptop,Electronics,324,1,324,France,North,Online
2023-09-20,Chair,Furniture,1055,7,7385,France,East,Cash
2023-04-22,Phone,Electronics,1123,3,3369,Morocco,West,Cash
2023-04-13,Phone,Electronics,1693,7,11851,Italy,East,Card
2023-06-20,Pen,Stationery,595,8,4760,Germany,East,Card
2023-11-16,Monitor,Electronics,75,3,225,Italy,North,Online
2023-05-05,Pen,Stationery,354,8,2832,Germany,East,Cash
2023-01-03,Notebook,Stationery,133,6,798,Spain,West,Card
2023-04-15,Laptop,Electronics,1665,2,3330,France,North,Card
2023-01-10,Phone,Electronics,1145,2,2290,Spain,North,Online
2023-12-18,Table,Furniture,142,4,568,Germany,South,Cash
2023-08-28,Headphones,Electronics,1013,4,4052,Morocco,South,Online
2023-06-27,Keyboard,Electronics,1970,7,13790,Morocco,East,Card
2023-09-29,Table,Furniture,1374,9,12366,Italy,North,Online
2023-12-12,Chair,Furniture,1411,9,12699,Morocco,West,Card
2023-08-27,Chair,Furniture,1169,4,4676,Spain,West,Card
2023-02-01,Pen,Stationery,1002,7,7014,Morocco,North,Card
2023-03-26,Pen,Stationery,1453,8,11624,Germany,South,Cash
2023-06-20,Pen,Stationery,1123,4,4492,Spain,North,Cash
2023-02-19,Notebook,Stationery,194,1,194,Morocco,East,Online
2023-08-30,Chair,Furniture,1239,8,9912,Italy,East,Online
2023-10-22,Monitor,Electronics,1665,5,8325,France,West,Online
2023-04-04,Pen,Stationery,709,8,5672,Spain,East,Cash
2023-07-30,Monitor,Electronics,670,6,4020,France,North,Cash
2024-01-01,Table,Furniture,990,5,4950,Italy,North,Online
2023-02-13,Chair,Furniture,1942,2,3884,Spain,East,Cash
2023-11-06,Monitor,Electronics,1670,7,11690,France,East,Online
2023-08-20,Chair,Furniture,1032,10,10320,France,South,Cash
2023-06-24,Pen,Stationery,1738,5,8690,Morocco,North,Online
2023-03-20,Tablet,Electronics,592,4,2368,Italy,East,Online
2023-02-15,Table,Furniture,70,3,210,Germany,West,Card
2023-02-24,Pen,Stationery,1158,3,3474,Spain,South,Cash
2023-12-26,Table,Furniture,811,2,1622,Germany,South,Online
2023-06-11,Table,Furniture,34,2,68,Italy,West,Cash
2023-12-08,Headphones,Electronics,1499,10,14990,Spain,East,Card
2023-04-03,Tablet,Electronics,1050,3,3150,Germany,North,Cash
2023-11-05,Phone,Electronics,93,8,744,Italy,West,Online
2023-04-14,Phone,Electronics,873,8,6984,Germany,South,Card
2023-12-13,Chair,Furniture,52,6,312,Germany,East,Card
2023-07-24,Laptop,Electronics,1723,10,17230,France,West,Online
2023-09-27,Tablet,Electronics,296,9,2664,Italy,South,Card
2023-04-28,Headphones,Electronics,550,9,4950,Morocco,East,Card
2023-10-07,Pen,Stationery,430,6,2580,Italy,East,Online
2023-09-05,Table,Furniture,360,8,2880,Germany,North,Cash
2023-04-01,Chair,Furniture,1395,1,1395,Italy,East,Online
2023-06-07,Tablet,Electronics,1434,3,4302,Spain,South,Cash
2023-04-28,Headphones,Electronics,964,9,8676,France,East,Card
2023-04-22,Keyboard,Electronics,1707,7,11949,Spain,West,Online
2023-03-28,Tablet,Electronics,678,5,3390,Italy,North,Online
2023-12-18,Laptop,Electronics,1840,2,3680,Spain,West,Online
2023-07-14,Chair,Furniture,1363,6,8178,Morocco,North,Cash
2023-12-27,Laptop,Electronics,1791,4,7164,Germany,East,Online
2023-09-01,Monitor,Electronics,241,5,1205,Spain,North,Cash
2023-08-20,Headphones,Electronics,45,5,225,Germany,North,Online
2023-05-20,Keyboard,Electronics,243,2,486,Morocco,South,Cash
2023-02-05,Table,Furniture,1479,8,11832,Spain,East,Online
2023-03-01,Monitor,Electronics,1637,9,14733,Morocco,West,Online
2023-02-22,Table,Furniture,1857,3,5571,Germany,West,Card
2023-10-26,Table,Furniture,646,1,646,Italy,East,Online
2024-01-01,Monitor,Electronics,1199,9,10791,Morocco,North,Online
2023-03-25,Tablet,Electronics,733,4,2932,Germany,North,Online
2023-10-02,Monitor,Electronics,611,6,3666,Germany,South,Online
2023-07-17,Tablet,Electronics,631,4,2524,Morocco,East,Cash
2023-07-06,Monitor,Electronics,693,8,5544,Germany,West,Cash
2023-03-22,Tablet,Electronics,1223,3,3669,Germany,West,Cash
2023-10-24,Chair,Furniture,58,10,580,Italy,East,Cash
2023-04-16,Pen,Stationery,1058,5,5290,France,West,Cash
2023-07-12,Table,Furniture,1777,5,8885,Spain,North,Cash
2023-10-18,Table,Furniture,1228,10,12280,Morocco,East,Cash
2023-05-11,Pen,Stationery,1838,5,9190,Italy,West,Online
2023-08-22,Pen,Stationery,694,4,2776,France,West,Cash
2023-04-09,Laptop,Electronics,921,8,7368,Italy,West,Cash
2023-04-12,Table,Furniture,1778,1,1778,Morocco,West,Online
2023-03-23,Monitor,Electronics,358,4,1432,Italy,North,Card
2023-09-11,Tablet,Electronics,1627,5,8135,Spain,East,Cash
2023-03-21,Chair,Furniture,1772,3,5316,Germany,North,Card
2023-10-17,Keyboard,Electronics,1669,9,15021,Spain,West,Cash
2023-01-31,Notebook,Stationery,292,7,2044,Morocco,South,Online
2023-10-28,Notebook,Stationery,626,8,5008,Spain,West,Online
2023-08-11,Notebook,Stationery,1552,1,1552,Morocco,West,Online
2023-02-16,Notebook,Stationery,1607,1,1607,France,East,Online
2023-03-14,Laptop,Electronics,1411,9,12699,Spain,East,Cash
2023-03-20,Headphones,Electronics,1000,10,10000,Italy,West,Card
2023-02-14,Chair,Furniture,1994,3,5982,Germany,West,Online
2023-11-27,Chair,Furniture,1934,6,11604,Italy,West,Cash
2023-06-26,Notebook,Stationery,360,6,2160,Germany,East,Cash
2023-10-21,Monitor,Electronics,377,8,3016,Morocco,West,Card
2023-01-20,Monitor,Electronics,257,7,1799,Spain,East,Online
2023-04-03,Pen,Stationery,167,7,1169,France,East,Cash
2023-05-06,Phone,Electronics,781,5,3905,Morocco,North,Online
2023-08-19,Table,Furniture,1793,5,8965,France,North,Cash
2023-10-06,Monitor,Electronics,1568,4,6272,France,West,Online
2023-09-09,Keyboard,Electronics,699,9,6291,Germany,North,Card
2023-03-01,Table,Furniture,77,10,770,Germany,East,Card
2023-12-09,Table,Furniture,360,4,1440,Spain,West,Online
2023-02-04,Laptop,Electronics,647,3,1941,France,South,Cash
2023-01-31,Laptop,Electronics,24,2,48,Spain,North,Cash
2023-07-30,Keyboard,Electronics,151,10,1510,France,South,Online
2023-03-24,Laptop,Electronics,77,2,154,Germany,North,Cash
2023-08-24,Tablet,Electronics,591,3,1773,Morocco,West,Online
2023-11-06,Pen,Stationery,1539,9,13851,Morocco,North,Online
2023-04-15,Notebook,Stationery,1586,8,12688,Italy,East,Cash
2023-05-01,Phone,Electronics,1624,8,12992,Morocco,North,Cash
2023-11-23,Table,Furniture,410,3,1230,Morocco,West,Cash
2023-08-07,Laptop,Electronics,910,2,1820,Germany,West,Card
2023-08-13,Monitor,Electronics,1548,1,1548,Italy,East,Online
2023-11-05,Pen,Stationery,621,4,2484,France,South,Card
2023-05-31,Chair,Furniture,1651,8,13208,France,East,Online
2023-10-03,Tablet,Electronics,1795,8,14360,France,South,Cash
2023-04-11,Headphones,Electronics,481,4,1924,Italy,North,Cash
2023-05-06,Chair,Furniture,877,8,7016,Italy,East,Card
2023-09-29,Notebook,Stationery,1284,4,5136,France,North,Online
2023-05-09,Laptop,Electronics,1876,7,13132,Morocco,East,Cash
2023-06-02,Table,Furniture,1590,7,11130,Morocco,East,Online
2023-03-30,Laptop,Electronics,1519,6,9114,Italy,East,Online
2023-06-11,Notebook,Stationery,348,10,3480,Morocco,South,Online
2023-01-28,Laptop,Electronics,660,8,5280,Germany,West,Online
2023-10-04,Notebook,Stationery,536,1,536,Spain,North,Cash
2023-03-02,Laptop,Electronics,1314,1,1314,Spain,North,Online
2023-08-27,Keyboard,Electronics,466,8,3728,Italy,East,Online
2023-10-26,Pen,Stationery,468,8,3744,Morocco,East,Online
2023-05-13,Chair,Furniture,1204,7,8428,Germany,West,Online
2023-10-07,Monitor,Electronics,1491,1,1491,Spain,South,Online
2023-06-14,Tablet,Electronics,738,4,2952,Morocco,East,Cash
2023-08-23,Notebook,Stationery,1737,4,6948,Spain,South,Card
2023-12-04,Phone,Electronics,797,8,6376,Germany,West,Cash
2023-12-25,Chair,Furniture,1318,2,2636,Spain,East,Card
2023-02-23,Chair,Furniture,1759,7,12313,France,South,Cash
2023-10-11,Phone,Electronics,1281,2,2562,Italy,West,Online
2023-06-01,Pen,Stationery,1059,7,7413,Germany,East,Card
2023-01-23,Tablet,Electronics,1094,3,3282,France,North,Online
2023-10-12,Pen,Stationery,1474,8,11792,Morocco,West,Online
2023-11-09,Phone,Electronics,240,5,1200,Italy,West,Online
2023-03-08,Monitor,Electronics,1096,7,7672,Morocco,West,Cash
2023-07-08,Table,Furniture,321,9,2889,Morocco,South,Card
2023-10-13,Monitor,Electronics,1374,10,13740,Spain,East,Cash
2023-12-02,Tablet,Electronics,1889,10,18890,Morocco,West,Online
2023-06-26,Notebook,Stationery,610,3,1830,Morocco,West,Online
2023-01-08,Phone,Electronics,467,10,4670,Morocco,West,Online
2023-09-06,Phone,Electronics,1083,3,3249,France,South,Online
2023-07-13,Headphones,Electronics,77,5,385,Germany,North,Cash
2023-02-26,Notebook,Stationery,507,10,5070,Italy,West,Card
2023-03-28,Monitor,Electronics,1424,3,4272,Germany,East,Cash
2023-05-14,Pen,Stationery,1489,6,8934,Germany,North,Cash
2023-08-17,Monitor,Electronics,1107,1,1107,Germany,North,Online
2023-10-16,Keyboard,Electronics,1456,6,8736,Italy,South,Cash
2023-12-21,Chair,Furniture,773,5,3865,France,East,Cash
2023-04-29,Tablet,Electronics,1161,4,4644,Morocco,East,Online
2023-03-30,Notebook,Stationery,218,3,654,Italy,West,Online
2023-10-30,Keyboard,Electronics,396,9,3564,Morocco,South,Online
